URL,Page purpose,Current title,Recommended title,Current meta description,Recommended meta description,Current H1,Recommended H1,Primary search intent,Primary keyword/topic,Indexability,Canonical,Schema,H2/H3 review,Robots / indexability,Open Graph,Images / alt text,Internal links,External links,Duplicate / cannibalization,Content issues,Performance / CWV,Mobile / accessibility,CTA / local SEO,Entity / factual accuracy,Priority,Status,Redirect target,Word count,Issues
/te/patient-journey,Branded informational page for patient journey,రోగి ప్రయాణం,రోగి ప్రయాణం,రోగి ప్రయాణం గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,రోగి ప్రయాణం గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,ఒక్కో స్పష్టమైన అడుగుతో రోగి ప్రయాణం.,ఒక్కో స్పష్టమైన అడుగుతో రోగి ప్రయాణం.,Branded informational,రోగి ప్రయాణం,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/patient-journey,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,8 H2 / 0 H3 — దశ 1: అపాయింట్‌మెంట్ కోరండి | దశ 2: మొదటి కన్సల్టేషన్ | దశ 3: పూర్తి అంచనా | దశ 4: పని నిర్ధారణ,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,529,unsupported superlative or cure claim
/te/privacy-policy,Legal / trust page for privacy policy,గోప్యతా విధానం,గోప్యతా విధానం,గోప్యతా విధానం గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,గోప్యతా విధానం గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,గోప్యతా విధానం,గోప్యతా విధానం,Legal / trust,గోప్యతా విధానం,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/privacy-policy,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,5 H2 / 0 H3 — మీరు ఇచ్చే సమాచారం | డెలివరీ | వాడుక మరియు గోప్యత | అనలిటిక్స్ మరియు బాహ్య సేవలు,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,22 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,131 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,499,unsupported superlative or cure claim
/te/psychiatrist-in-vijayawada,Local transactional page for psychiatrist in vijayawada,విజయవాడలో సైకియాట్రిస్ట్,విజయవాడలో సైకియాట్రిస్ట్,విజయవాడలో సైకియాట్రిస్ట్ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,విజయవాడలో సైకియాట్రిస్ట్ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,గౌరవం మరియు ఆధారాలతో కూడిన విజయవాడ సైకియాట్రిక్ సంరక్షణ.,గౌరవం మరియు ఆధారాలతో కూడిన విజయవాడ సైకియాట్రిక్ సంరక్షణ.,Local transactional,విజయవాడలో సైకియాట్రిస్ట్,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/psychiatrist-in-vijayawada,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — సైకియాట్రిస్ట్ ఎందుకు? | సేవల పరిధి | క్లినిక్ | ఒక స్పష్టమైన సంభాషణతో మొదటి అడుగు వేయండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,136 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,NO CHANGE,200,,490,None
/te/resources,Branded informational page for resources,మానసిక ఆరోగ్య వనరులు,మానసిక ఆరోగ్య వనరులు,మానసిక ఆరోగ్య వనరులు గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,మానసిక ఆరోగ్య వనరులు గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,మంచి సమాచారం భయాన్ని తగ్గించాలి.,మంచి సమాచారం భయాన్ని తగ్గించాలి.,Branded informational,మానసిక ఆరోగ్య వనరులు,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/resources,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — లక్షణాలను అర్థం చేసుకోండి | మొదటి అపాయింట్‌మెంట్‌కు సిద్ధం | ప్రభుత్వ సహాయం | ఒక స్పష్టమైన సంభాషణతో మొదటి అడుగు వేయండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,134 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,481,unsupported superlative or cure claim
/te/services,Branded informational page for services,సైకియాట్రిక్ సేవలు,సైకియాట్రిక్ సేవలు,సైకియాట్రిక్ సేవలు గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,సైకియాట్రిక్ సేవలు గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,అవసరానికి తగిన సేవ—ఒకే విధానం అందరికీ కాదు.,అవసరానికి తగిన సేవ—ఒకే విధానం అందరికీ కాదు.,Branded informational,సైకియాట్రిక్ సేవలు,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,11 H2 / 0 H3 — మానసిక వైద్య సంప్రదింపు | మందుల నిర్వహణ | కౌన్సెలింగ్ | కుటుంబ కౌన్సెలింగ్,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,33 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,147 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,572,unsupported superlative or cure claim
/te/services/child-psychiatry,Service / consultation intent page for child psychiatry,పిల్లలు మరియు కిశోరుల సైకియాట్రీ విజయవాడ,పిల్లలు మరియు కిశోరుల సైకియాట్రీ విజయవాడ,పిల్లలు మరియు కిశోరుల సైకియాట్రీ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,పిల్లలు మరియు కిశోరుల సైకియాట్రీ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,పిల్లలు మరియు కిశోరుల సైకియాట్రీ,పిల్లలు మరియు కిశోరుల సైకియాట్రీ,Service / consultation intent,పిల్లలు మరియు కిశోరుల సైకియాట్రీ విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/child-psychiatry,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | పిల్లలు మరియు కిశోరుల సైకియాట్రీ మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,142 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,497,unsupported superlative or cure claim
/te/services/counselling,Service / consultation intent page for counselling,కౌన్సెలింగ్ విజయవాడ,కౌన్సెలింగ్ విజయవాడ,కౌన్సెలింగ్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,కౌన్సెలింగ్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,కౌన్సెలింగ్,కౌన్సెలింగ్,Service / consultation intent,కౌన్సెలింగ్ విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/counselling,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | కౌన్సెలింగ్ మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,487,unsupported superlative or cure claim
/te/services/de-addiction,Service / consultation intent page for de addiction,వ్యసన విముక్తి సేవలు విజయవాడ,వ్యసన విముక్తి సేవలు విజయవాడ,వ్యసన విముక్తి సేవలు విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,వ్యసన విముక్తి సేవలు విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,వ్యసన విముక్తి సేవలు,వ్యసన విముక్తి సేవలు,Service / consultation intent,వ్యసన విముక్తి సేవలు విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/de-addiction,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | వ్యసన విముక్తి సేవలు మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,498,unsupported superlative or cure claim
/te/services/emergency-consultation,Service / consultation intent page for emergency consultation,అత్యవసర కన్సల్టేషన్ మార్గదర్శకం విజయవాడ,అత్యవసర కన్సల్టేషన్ మార్గదర్శకం విజయవాడ,అత్యవసర కన్సల్టేషన్ మార్గదర్శకం విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,అత్యవసర కన్సల్టేషన్ మార్గదర్శకం విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,అత్యవసర కన్సల్టేషన్ మార్గదర్శకం,అత్యవసర కన్సల్టేషన్ మార్గదర్శకం,Service / consultation intent,అత్యవసర కన్సల్టేషన్ మార్గదర్శకం విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/emergency-consultation,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | అత్యవసర కన్సల్టేషన్ మార్గదర్శకం మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,142 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,505,unsupported superlative or cure claim
/te/services/family-counselling,Service / consultation intent page for family counselling,కుటుంబ కౌన్సెలింగ్ విజయవాడ,కుటుంబ కౌన్సెలింగ్ విజయవాడ,కుటుంబ కౌన్సెలింగ్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,కుటుంబ కౌన్సెలింగ్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,కుటుంబ కౌన్సెలింగ్,కుటుంబ కౌన్సెలింగ్,Service / consultation intent,కుటుంబ కౌన్సెలింగ్ విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/family-counselling,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | కుటుంబ కౌన్సెలింగ్ మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,486,unsupported superlative or cure claim
/te/services/medication-management,Service / consultation intent page for medication management,మందుల నిర్వహణ విజయవాడ,మందుల నిర్వహణ విజయవాడ,మందుల నిర్వహణ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,మందుల నిర్వహణ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,మందుల నిర్వహణ,మందుల నిర్వహణ,Service / consultation intent,మందుల నిర్వహణ విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/medication-management,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | మందుల నిర్వహణ మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,493,unsupported superlative or cure claim
/te/services/psychiatric-consultation,Service / consultation intent page for psychiatric consultation,మానసిక వైద్య సంప్రదింపు విజయవాడ,మానసిక వైద్య సంప్రదింపు విజయవాడ,మానసిక వైద్య సంప్రదింపు విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,మానసిక వైద్య సంప్రదింపు విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,మానసిక వైద్య సంప్రదింపు,మానసిక వైద్య సంప్రదింపు,Service / consultation intent,మానసిక వైద్య సంప్రదింపు విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/psychiatric-consultation,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | మానసిక వైద్య సంప్రదింపు మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,500,unsupported superlative or cure claim
/te/services/sleep-clinic,Service / consultation intent page for sleep clinic,స్లీప్ క్లినిక్ విజయవాడ,స్లీప్ క్లినిక్ విజయవాడ,స్లీప్ క్లినిక్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,స్లీప్ క్లినిక్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,స్లీప్ క్లినిక్,స్లీప్ క్లినిక్,Service / consultation intent,స్లీప్ క్లినిక్ విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/sleep-clinic,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | స్లీప్ క్లినిక్ మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,497,unsupported superlative or cure claim
/te/services/stress-management,Service / consultation intent page for stress management,ఒత్తిడి నిర్వహణ విజయవాడ,ఒత్తిడి నిర్వహణ విజయవాడ,ఒత్తిడి నిర్వహణ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,ఒత్తిడి నిర్వహణ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,ఒత్తిడి నిర్వహణ,ఒత్తిడి నిర్వహణ,Service / consultation intent,ఒత్తిడి నిర్వహణ విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/stress-management,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | ఒత్తిడి నిర్వహణ మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,494,unsupported superlative or cure claim
/te/services/tele-consultation,Service / consultation intent page for tele consultation,టెలి కన్సల్టేషన్ విజయవాడ,టెలి కన్సల్టేషన్ విజయవాడ,టెలి కన్సల్టేషన్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,టెలి కన్సల్టేషన్ విజయవాడ గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,టెలి కన్సల్టేషన్,టెలి కన్సల్టేషన్,Service / consultation intent,టెలి కన్సల్టేషన్ విజయవాడ,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/services/tele-consultation,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — ఈ సేవలో ఉండేవి | ఎవరికి ఉపయోగపడవచ్చు? | సేవ ఎలా పనిచేస్తుంది? | టెలి కన్సల్టేషన్ మీ అవసరానికి తగినదా అని అడగండి.,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,23 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,141 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,491,unsupported superlative or cure claim
/te/terms,Legal / trust page for terms,వెబ్‌సైట్ నిబంధనలు,వెబ్‌సైట్ నిబంధనలు,వెబ్‌సైట్ నిబంధనలు గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,వెబ్‌సైట్ నిబంధనలు గురించి బాధ్యతాయుత తెలుగు సమాచారం. విజయవాడలో Krishna Neuro Psychiatric Centre వద్ద డా. పామర్తి కృష్ణ దాస్‌తో కన్సల్టేషన్ మరియు అపాయింట్‌మెంట్ వివరాలు.,వెబ్‌సైట్ వినియోగ నిబంధనలు,వెబ్‌సైట్ వినియోగ నిబంధనలు,Legal / trust,వెబ్‌సైట్ నిబంధనలు,Indexable — included in sitemap,https://www.krishnaneuropsychiatric.com/te/terms,MedicalClinic; PostalAddress; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Physician; WebSite,4 H2 / 0 H3 — విద్యా సమాచారం మాత్రమే | ఎమర్జెన్సీ కాదు | అపాయింట్‌మెంట్ మరియు ఫలితాలు | మందుల భద్రత,"index, follow",Complete,1 images; 0 missing alt; responsive Next images detected: false,22 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,unsupported superlative or cure claim,129 KB HTML; 1 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; claim review needed,MEDIUM,200,,456,unsupported superlative or cure claim
/te/testimonials,Legacy URL preserving existing SEO equity,Permanent redirect to /te/about,Keep permanent redirect to /te/about,N/A — redirect,N/A — redirect,N/A — redirect,N/A — redirect,Legacy navigation,testimonials,Redirect — not indexable,/te/about,Inherited from destination,N/A,Permanent 308,Inherited from destination,N/A,Internal links updated to destination,N/A,Consolidated by redirect,None — equity preserved,Redirect only; negligible,Destination audited,Destination audited,Destination audited,NO CHANGE,308,/te/about,,
